"Condition","day","phase","hour","id","Trial","n","mean_Temp","sd_Temp","se_Temp"
"McKO","Morphine Day 6","light",7,53408,4,60,33.7281666666667,0.413486587681016,0.0533808889322902
"McKO","Morphine Day 6","light",7,53408,5,60,34.1411666666667,0.359661289184495,0.0464320727762347
"McKO","Morphine Day 6","light",7,1011099,6,60,33.629,0.279792295843826,0.0361210300733426
"McKO","Morphine Day 6","light",7,1105702,6,60,33.7415,0.131598065515636,0.0169892372045057
"McKO","Morphine Day 6","light",7,1105705,7,60,33.8233333333333,0.346589517708356,0.0447445143351507
"McKO","Morphine Day 6","light",7,1110165,7,60,33.3223333333333,0.141125820370127,0.018219265067112
"McKO","Morphine Day 6","light",8,53375,4,60,32.8573333333333,0.406447472648802,0.0524721430892302
"McKO","Morphine Day 6","light",8,53376,4,60,33.9691666666667,0.500082337853246,0.0645603522079364
"McKO","Morphine Day 6","light",8,53406,4,60,34.7961666666667,0.421527053102378,0.0544189085547133
"McKO","Morphine Day 6","light",8,53408,4,60,34.2781666666667,0.563654815833618,0.0727675238244403
"McKO","Morphine Day 6","light",8,53408,5,60,34.4386666666667,0.409797249027778,0.0529045973602065
"McKO","Morphine Day 6","light",8,1011099,6,60,33.2583333333333,0.370062599682291,0.0477748761874579
"McKO","Morphine Day 6","light",8,1105702,6,60,33.4486666666667,0.162026014511655,0.0209174685285334
"McKO","Morphine Day 6","light",8,1105705,7,60,33.5981666666667,0.142335145994623,0.0183753883339058
"McKO","Morphine Day 6","light",8,1110165,7,59,34.1886440677966,0.547994643905107,0.0713428259133303
"McKO","Morphine Day 6","light",9,53375,4,60,33.0896666666667,0.204557949741045,0.0264083177560467
"McKO","Morphine Day 6","light",9,53376,4,60,34.0618333333333,0.387239214232686,0.0499923675907212
"McKO","Morphine Day 6","light",9,53406,4,60,34.7175,0.258958965403231,0.0334314586785939
"McKO","Morphine Day 6","light",9,53408,4,60,34.1415,0.369547707981765,0.04770840395475
"McKO","Morphine Day 6","light",9,53408,5,60,34.3118333333333,0.636772826656699,0.0822070184319606
"McKO","Morphine Day 6","light",9,1011099,6,60,33.2148333333333,0.139168129834319,0.017966528305705
"McKO","Morphine Day 6","light",9,1105702,6,60,33.582,0.424702488089993,0.0548288554488465
"McKO","Morphine Day 6","light",9,1105705,7,60,33.962,0.395516397054513,0.0510609472981363
"McKO","Morphine Day 6","light",9,1110165,7,60,33.5288333333333,0.131974466799475,0.017037830401299
"McKO","Morphine Day 6","light",10,53375,4,60,33.4245,0.52528741123958,0.06781431319011
"McKO","Morphine Day 6","light",10,53376,4,60,33.9756666666667,0.377100295370292,0.048683438793968
"McKO","Morphine Day 6","light",10,53406,4,60,34.721,0.405657867031746,0.0523702054423992
"McKO","Morphine Day 6","light",10,53408,4,60,34.5638333333333,0.532375844256689,0.0687294259576424
"McKO","Morphine Day 6","light",10,53408,5,59,34.4066101694915,0.696609053198598,0.0906907740153082
"McKO","Morphine Day 6","light",10,1011099,6,60,33.6378333333333,0.471312957550291,0.060846241181468
"McKO","Morphine Day 6","light",10,1105702,6,60,33.973,0.393628492147746,0.0508172198226985
"McKO","Morphine Day 6","light",10,1105705,7,60,34.0101666666667,0.194103691201,0.025058678781962
"McKO","Morphine Day 6","light",10,1110165,7,60,33.6633333333333,0.210025556690792,0.0271141827780459
"McKO","Morphine Day 6","light",11,53375,4,60,33.182,0.201543198885373,0.0260191150941474
"McKO","Morphine Day 6","light",11,53376,4,60,34.1933333333333,0.281687810525891,0.0363657399665469
"McKO","Morphine Day 6","light",11,53406,4,60,35.2346666666667,0.600540622729239,0.0775294610183792
"McKO","Morphine Day 6","light",11,53408,4,60,34.3696666666667,0.304045974816737,0.0392521665648874
"McKO","Morphine Day 6","light",11,53408,5,60,34.5278333333333,0.238640866736685,0.0308084034198561
"McKO","Morphine Day 6","light",11,1011099,6,60,33.5641666666667,0.204029672706283,0.0263401174841194
"McKO","Morphine Day 6","light",11,1105702,6,60,33.7883333333333,0.226020598031381,0.029179133735846
"McKO","Morphine Day 6","light",11,1105705,7,60,34.2673333333333,0.193704883575257,0.0250071929388673
"McKO","Morphine Day 6","light",11,1110165,7,60,34.5851666666667,0.241699432806966,0.0312032626016386
"McKO","Morphine Day 6","dark",12,53375,4,59,33.2423728813559,0.182117231882245,0.0237096440895917
"McKO","Morphine Day 6","dark",12,53376,4,58,34.0472413793103,0.250709821104128,0.0329198122920822
"McKO","Morphine Day 6","dark",12,53406,4,57,34.989649122807,0.234680367067032,0.0310841739748185
"McKO","Morphine Day 6","dark",12,53408,4,59,34.7059322033898,0.335744764737307,0.0437102452886629
"McKO","Morphine Day 6","dark",12,53408,5,58,35.0325862068966,0.563922852583633,0.074046698180836
"McKO","Morphine Day 6","dark",12,1011099,6,60,33.8011666666667,0.349411571542334,0.0451088399185207
"McKO","Morphine Day 6","dark",12,1105702,6,60,34.0085,0.140939041998028,0.0181951520829597
"McKO","Morphine Day 6","dark",12,1105705,7,60,34.776,0.179341545188248,0.023152893926573
"McKO","Morphine Day 6","dark",12,1110165,7,60,34.9951666666667,0.263802003736024,0.034056692238859
"McKO","Morphine Day 6","dark",13,53375,4,60,33.3753333333333,0.400175667640789,0.0516624565443404
"McKO","Morphine Day 6","dark",13,53376,4,60,34.188,0.523617793070804,0.0675987664113702
"McKO","Morphine Day 6","dark",13,53406,4,60,35.532,0.287689804700851,0.0371405940826687
"McKO","Morphine Day 6","dark",13,53408,4,60,35.2303333333333,0.26568087564523,0.034299253559326
"McKO","Morphine Day 6","dark",13,53408,5,60,34.7546666666667,0.874110621449639,0.112847195987249
"McKO","Morphine Day 6","dark",13,1011099,6,60,32.3776666666667,0.630161041205426,0.0813534406005781
"McKO","Morphine Day 6","dark",13,1105702,6,60,34.8023333333333,0.24575284998721,0.0317265565094491
"McKO","Morphine Day 6","dark",13,1105705,7,60,35.2213333333333,0.203482116539544,0.0262694282869563
"McKO","Morphine Day 6","dark",13,1110165,7,60,35.0176666666667,0.435112947217339,0.056172839943066
"McKO","Morphine Day 6","dark",14,53375,4,60,33.233,0.397437981517296,0.0513090227855593
"McKO","Morphine Day 6","dark",14,53376,4,60,34.9006666666667,0.552408798106971,0.0713156691788918
"McKO","Morphine Day 6","dark",14,53406,4,60,35.9431666666667,0.206385287764534,0.0266442260804756
"McKO","Morphine Day 6","dark",14,53408,4,60,35.3153333333333,0.225188935112663,0.0290717665147176
"McKO","Morphine Day 6","dark",14,53408,5,60,35.7331666666667,0.757863839268015,0.0978398009392613
"McKO","Morphine Day 6","dark",14,1011099,6,60,32.9423333333333,0.686618752099346,0.0886420997358162
"McKO","Morphine Day 6","dark",14,1105702,6,60,35.1875,0.119909923819959,0.0154803045999901
"McKO","Morphine Day 6","dark",14,1105705,7,60,35.2191666666667,0.095603199483137,0.0123423199814112
"McKO","Morphine Day 6","dark",14,1110165,7,60,34.5133333333333,0.327282942259119,0.0422520461622443
"McKO","Morphine Day 6","dark",15,53375,4,59,34.5976271186441,0.768676289391438,0.100073129012652
"McKO","Morphine Day 6","dark",15,53376,4,60,35.743,0.243813627071505,0.0314762039075455
"McKO","Morphine Day 6","dark",15,53406,4,60,35.9291666666667,0.214122503085695,0.0276430962833048
"McKO","Morphine Day 6","dark",15,53408,4,60,35.5558333333333,0.249815468619503,0.0322510383196112
"McKO","Morphine Day 6","dark",15,53408,5,60,35.7703333333333,0.217192928894064,0.0280394865506907
"McKO","Morphine Day 6","dark",15,1011099,6,60,34.1885,0.397725844593518,0.0513461857488991
"McKO","Morphine Day 6","dark",15,1105702,6,60,35.1366666666667,0.110294930760269,0.0142390143335207
"McKO","Morphine Day 6","dark",15,1105705,7,60,35.1075,0.131350546636453,0.0169572826546074
"McKO","Morphine Day 6","dark",15,1110165,7,60,34.2803333333333,0.464287194385174,0.0599392190570382
"McKO","Morphine Day 6","dark",16,53375,4,60,34.2943333333333,0.456762248234713,0.05896775268631
"McKO","Morphine Day 6","dark",16,53376,4,60,35.2275,0.593594694229108,0.0766327455048807
"McKO","Morphine Day 6","dark",16,53406,4,60,35.3998333333333,0.218170293202714,0.0281656637403767
"McKO","Morphine Day 6","dark",16,53408,4,60,35.347,0.219060397213003,0.0282805756739848
"McKO","Morphine Day 6","dark",16,53408,5,59,35.644406779661,0.209541956842494,0.0272800391661151
"McKO","Morphine Day 6","dark",16,1011099,6,60,34.6726666666667,0.327899667719252,0.0423316650767869
"McKO","Morphine Day 6","dark",16,1105702,6,60,35.0478333333333,0.160772411692996,0.0207556291005525
"McKO","Morphine Day 6","dark",16,1105705,7,60,35.1131666666667,0.101120697585736,0.0130546259235478
"McKO","Morphine Day 6","dark",16,1110165,7,60,33.8783333333333,0.247174999192857,0.0319101551824255
"McKO","Morphine Day 6","dark",17,53375,4,60,33.8065,0.173760257592593,0.0224323527962941
"McKO","Morphine Day 6","dark",17,53376,4,60,34.908,0.468964962010192,0.0605431162606755
"McKO","Morphine Day 6","dark",17,53406,4,60,35.934,0.313694226591135,0.0404977505129627
"McKO","Morphine Day 6","dark",17,53408,4,60,35.2711666666667,0.153778309138779,0.0198526943434142
"McKO","Morphine Day 6","dark",17,53408,5,59,35.7637288135593,0.314795490838125,0.0409828821338895
"McKO","Morphine Day 6","dark",17,1011099,6,60,34.0106666666667,0.371847730211275,0.0480053355477766
"McKO","Morphine Day 6","dark",17,1105702,6,60,34.86,0.152293205163536,0.0196609682446309
"McKO","Morphine Day 6","dark",17,1105705,7,60,35.0466666666667,0.196914045316574,0.0254214939381808
"McKO","Morphine Day 6","dark",17,1110165,7,60,34.2418333333333,0.257099147706507,0.0331913572463808
"McKO","Morphine Day 6","dark",18,53375,4,60,33.8608333333333,0.502476213001937,0.0648694001607291
"McKO","Morphine Day 6","dark",18,53376,4,60,34.8321666666667,0.281961000228254,0.0364010086054671
"McKO","Morphine Day 6","dark",18,53406,4,60,35.6306666666667,0.17912089153784,0.023124407662796
"McKO","Morphine Day 6","dark",18,53408,4,60,35.5143333333333,0.23498551463951,0.0303364994932934
"McKO","Morphine Day 6","dark",18,53408,5,60,35.6011666666667,0.547295636858447,0.0706555629001583
"McKO","Morphine Day 6","dark",18,1011099,6,60,33.2928333333333,0.218500992253626,0.0282083568042696
"McKO","Morphine Day 6","dark",18,1105702,6,60,35.0078333333333,0.104493802697863,0.0134900919210236
"McKO","Morphine Day 6","dark",18,1105705,7,60,35.0311666666667,0.177316070057298,0.0228914062115622
"McKO","Morphine Day 6","dark",18,1110165,7,60,34.2191666666667,0.262073166563783,0.0338335003196458
"McKO","Morphine Day 6","dark",19,53375,4,60,34.1126666666667,0.139391737549882,0.0179953959376536
"McKO","Morphine Day 6","dark",19,53376,4,60,34.9206666666667,0.200852983308575,0.0259300086463396
"McKO","Morphine Day 6","dark",19,53406,4,60,35.6566666666667,0.396307818501793,0.0511631193676412
"McKO","Morphine Day 6","dark",19,53408,4,60,35.4393333333333,0.249085559234591,0.0321568074232111
"McKO","Morphine Day 6","dark",19,53408,5,59,36.0167796610169,0.862201353949069,0.112249055316821
"McKO","Morphine Day 6","dark",19,1011099,6,60,33.6975,0.504735624706101,0.0651610889574775
"McKO","Morphine Day 6","dark",19,1105702,6,60,35.1905,0.173434156900136,0.022390253377925
"McKO","Morphine Day 6","dark",19,1105705,7,60,34.6305,0.258210431854804,0.0333348234130226
"McKO","Morphine Day 6","dark",19,1110165,7,60,34.5928333333333,0.246019784698867,0.0317610176325416
"McKO","Morphine Day 6","dark",20,53375,4,60,34.4173333333333,0.768577525321537,0.0992229318613208
"McKO","Morphine Day 6","dark",20,53376,4,59,35.0827118644068,0.333688015080753,0.043442479290716
"McKO","Morphine Day 6","dark",20,53406,4,60,35.7141666666667,0.280757399749542,0.0362456244518158
"McKO","Morphine Day 6","dark",20,53408,4,60,35.8518333333333,0.409338000764718,0.0528453086643864
"McKO","Morphine Day 6","dark",20,53408,5,60,35.5835,0.324981485782951,0.0419549294087704
"McKO","Morphine Day 6","dark",20,1011099,6,60,34.1006666666667,0.260929672105935,0.0336858758199217
"McKO","Morphine Day 6","dark",20,1105702,6,60,34.9501666666667,0.109242253988542,0.0141031143466595
"McKO","Morphine Day 6","dark",20,1105705,7,60,34.6306666666667,0.153234800077535,0.0197825276253239
"McKO","Morphine Day 6","dark",20,1110165,7,60,34.3323333333333,0.333382086830125,0.043039442340565
"McKO","Morphine Day 6","dark",21,53375,4,60,34.5686666666667,0.59590827034592,0.0769314268972339
"McKO","Morphine Day 6","dark",21,53376,4,60,35.0926666666667,0.458538084722788,0.0591970121911068
"McKO","Morphine Day 6","dark",21,53406,4,60,35.94,0.483328852502121,0.0623974865494085
"McKO","Morphine Day 6","dark",21,53408,4,60,35.5325,0.181487497818464,0.0234299352198589
"McKO","Morphine Day 6","dark",21,53408,5,59,35.7294915254237,0.804258972978604,0.10470559983864
"McKO","Morphine Day 6","dark",21,1011099,6,60,34.2,0.31604548052885,0.0408012960910786
"McKO","Morphine Day 6","dark",21,1105702,6,60,34.8551666666667,0.123651939976237,0.0159633968084735
"McKO","Morphine Day 6","dark",21,1105705,7,60,34.389,0.390773678484888,0.050448664963606
"McKO","Morphine Day 6","dark",21,1110165,7,60,33.977,0.419201419974306,0.0541186706088996
"McKO","Morphine Day 6","dark",22,53375,4,60,34.8926666666667,0.536968473229982,0.0693223318086048
"McKO","Morphine Day 6","dark",22,53376,4,60,35.4036666666667,0.649291573965502,0.0838231817600397
"McKO","Morphine Day 6","dark",22,53406,4,60,36.0208333333333,0.615010794081013,0.0793975521071187
"McKO","Morphine Day 6","dark",22,53408,4,58,35.9901724137931,0.605994879774879,0.0795710259944958
"McKO","Morphine Day 6","dark",22,53408,5,60,35.3945,0.538054955922925,0.0694625961211284
"McKO","Morphine Day 6","dark",22,1011099,6,60,34.2796666666667,0.182161845217672,0.0235169930947486
"McKO","Morphine Day 6","dark",22,1105702,6,60,34.828,0.154643384181757,0.0199643750512367
"McKO","Morphine Day 6","dark",22,1105705,7,60,34.1305,0.187665633056531,0.0242275290494472
"McKO","Morphine Day 6","dark",22,1110165,7,60,34.216,0.406878151918329,0.0525277435438446
"McKO","Morphine Day 6","dark",23,53375,4,58,34.1860344827586,0.739734280541075,0.0971318696419019
"McKO","Morphine Day 6","dark",23,53376,4,60,34.2918333333333,0.255916377143776,0.0330386622233194
"McKO","Morphine Day 6","dark",23,53406,4,60,35.6338333333333,0.55211486052183,0.0712777219998226
"McKO","Morphine Day 6","dark",23,53408,4,60,34.8328333333333,0.32481072280594,0.0419328840032333
"McKO","Morphine Day 6","dark",23,53408,5,59,35.2894915254237,0.681480193576665,0.088721164256747
"McKO","Morphine Day 6","dark",23,1011099,6,60,34.291,0.231902229544687,0.0299384490991647
"McKO","Morphine Day 6","dark",23,1105702,6,60,34.2978333333333,0.376113450548655,0.0485560376753183
"McKO","Morphine Day 6","dark",23,1105705,7,60,34.4271666666667,0.0995769299172824,0.0128553263745366
"McKO","Morphine Day 6","dark",23,1110165,7,60,34.187,0.187799929604145,0.0242448666591927
"McKO","Morphine Day 10","light",0,53375,4,59,33.961186440678,0.155220474406709,0.0202079845249363
"McKO","Morphine Day 10","light",0,53376,4,60,33.7825,0.35393969131018,0.0456934176668707
"McKO","Morphine Day 10","light",0,53406,4,60,35.5093333333333,0.209048422471573,0.0269880352927778
"McKO","Morphine Day 10","light",0,53408,4,59,34.5059322033898,0.492110579962043,0.0640673404874
"McKO","Morphine Day 10","light",0,53408,5,59,34.8367796610169,0.239701255718418,0.0312064454427169
"McKO","Morphine Day 10","light",0,1011099,6,60,34.2291666666667,0.267222320103658,0.0344982531832125
"McKO","Morphine Day 10","light",0,1105702,6,60,34.1841666666667,0.30849163748063,0.0398260991468911
"McKO","Morphine Day 10","light",0,1105705,7,60,34.6636666666667,0.19599348542154,0.0253026501667591
"McKO","Morphine Day 10","light",0,1110165,7,60,34.6943333333333,0.176859291640411,0.0228324363715118
"McKO","Morphine Day 10","light",1,53375,4,59,34.0625423728814,0.285268132914179,0.0371387475616298
"McKO","Morphine Day 10","light",1,53376,4,59,34.1825423728814,0.681009881999138,0.0886599349046471
"McKO","Morphine Day 10","light",1,53406,4,59,33.978813559322,0.751327755160851,0.0978145422340582
"McKO","Morphine Day 10","light",1,53408,4,59,34.4637288135593,0.346867252284197,0.0451582698297903
"McKO","Morphine Day 10","light",1,53408,5,60,35.2011666666667,0.389367551800969,0.0502671347892902
"McKO","Morphine Day 10","light",1,1011099,6,60,33.6695,0.335526022633724,0.0433162232626542
"McKO","Morphine Day 10","light",1,1105702,6,60,34.5748333333333,0.227264436931486,0.0293397126473616
"McKO","Morphine Day 10","light",1,1105705,7,60,34.9486666666667,0.263493264743089,0.0340168342062602
"McKO","Morphine Day 10","light",1,1110165,7,60,34.1771666666667,0.508297562879637,0.065620933198355
"McKO","Morphine Day 10","light",2,53375,4,60,34.4613333333333,0.236209234069896,0.0304944809924373
"McKO","Morphine Day 10","light",2,53376,4,59,35.3189830508475,0.669798464066912,0.0872003326134998
"McKO","Morphine Day 10","light",2,53406,4,60,33.7795,0.360590029661838,0.0465519726562913
"McKO","Morphine Day 10","light",2,53408,4,60,35.008,0.178722396232969,0.0230729621401524
"McKO","Morphine Day 10","light",2,53408,5,59,35.8684745762712,0.575388365275328,0.0749091846662314
"McKO","Morphine Day 10","light",2,1011099,6,60,34.227,0.276958664235144,0.0357552098056854
"McKO","Morphine Day 10","light",2,1105702,6,60,34.3173333333333,0.423671869620046,0.0546958031764999
"McKO","Morphine Day 10","light",2,1105705,7,60,33.9061666666667,0.256476064675463,0.0331109175729628
"McKO","Morphine Day 10","light",2,1110165,7,60,33.7556666666667,0.207089325414337,0.0267351169502351
"McKO","Morphine Day 10","light",3,53375,4,60,34.941,0.409152493224549,0.0528213597439307
"McKO","Morphine Day 10","light",3,53376,4,60,35.3121666666667,0.420242430705149,0.0542530645163588
"McKO","Morphine Day 10","light",3,53406,4,60,34.9953333333333,0.394081066540439,0.0508756469255593
"McKO","Morphine Day 10","light",3,53408,4,60,35.24,0.509752349310053,0.0658087453189314
"McKO","Morphine Day 10","light",3,53408,5,56,34.9485714285714,0.556153767394426,0.0743191732840539
"McKO","Morphine Day 10","light",3,1011099,6,60,34.3188333333333,0.249488233251738,0.0322087924152898
"McKO","Morphine Day 10","light",3,1105702,6,60,34.0905,0.455245975605589,0.0587720027316132
