"Condition","day","phase","hour","id","Trial","n","mean_Temp","sd_Temp","se_Temp"
"KO","Saline","light",11,1110169,6,60,33.8955,0.294315782215322,0.0379960041015317
"KO","Saline","dark",12,53375,6,59,34.8894915254237,0.263931964383807,0.0343610150161574
"KO","Saline","dark",12,1011099,7,60,35.8735,0.219165017931114,0.0282940821506152
"KO","Saline","dark",12,1071184,6,60,33.9778333333333,0.274214388888414,0.0354009253818423
"KO","Saline","dark",12,1105705,6,60,34.2693333333333,0.123780377770081,0.0159799780563595
"KO","Saline","dark",12,1110163,6,60,34.1676666666667,0.237125202333959,0.0306127319868495
"KO","Saline","dark",12,1110165,6,60,34.14,0.257221134171372,0.0332071056312769
"KO","Saline","dark",12,1110169,6,60,33.6095,0.236775120371881,0.030567536599885
"KO","Saline","dark",13,53375,6,57,35.6185964912281,1.06155451814189,0.140606330806753
"KO","Saline","dark",13,1011099,7,60,35.5266666666667,0.225461234720255,0.0291069202428969
"KO","Saline","dark",13,1071184,6,60,35.1723333333333,0.5211472568064,0.0672798215510955
"KO","Saline","dark",13,1105705,6,60,35.1223333333333,0.293565842622746,0.0378991873164414
"KO","Saline","dark",13,1110163,6,60,35.1273333333333,0.38435006407104,0.0496193799086964
"KO","Saline","dark",13,1110165,6,60,34.982,0.404541171355937,0.0522260406505595
"KO","Saline","dark",13,1110169,6,60,35.0171666666667,0.374519315275092,0.0483502356964479
"KO","Saline","dark",14,53375,6,60,34.3353333333333,0.366557354018863,0.0473223509181638
"KO","Saline","dark",14,1011099,7,60,35.6533333333333,0.329172906327187,0.042496039474263
"KO","Saline","dark",14,1071184,6,60,34.758,0.212776639472205,0.0274693460379276
"KO","Saline","dark",14,1105705,6,60,35.0615,0.261091743081019,0.033706799092835
"KO","Saline","dark",14,1110163,6,60,34.5553333333333,0.147435325282793,0.0190338186487644
"KO","Saline","dark",14,1110165,6,60,35.0961666666667,0.220815834505502,0.0285072016539568
"KO","Saline","dark",14,1110169,6,60,34.707,0.415383425079177,0.0536257695874083
"KO","Saline","dark",15,53375,6,60,34.9698333333333,0.781752684604924,0.100923837610927
"KO","Saline","dark",15,1011099,7,60,35.7278333333333,0.433312396278207,0.0559403898163574
"KO","Saline","dark",15,1071184,6,60,34.6226666666667,0.377910700000861,0.0487880615818975
"KO","Saline","dark",15,1105705,6,60,34.8896666666667,0.452548215117075,0.058423723350144
"KO","Saline","dark",15,1110163,6,60,34.7006666666667,0.23279340274497,0.0300534990646075
"KO","Saline","dark",15,1110165,6,60,34.9971666666667,0.190699796615986,0.0246192378806286
"KO","Saline","dark",15,1110169,6,60,35.352,0.312164667541054,0.0403002852886959
"KO","Saline","dark",16,53375,6,60,35.0156666666667,0.580623179726884,0.074958130183474
"KO","Saline","dark",16,1011099,7,60,35.3446666666667,0.257355960481742,0.0332245116331001
"KO","Saline","dark",16,1071184,6,60,34.722,0.159923710625845,0.0206460622639197
"KO","Saline","dark",16,1105705,6,60,35.5996666666667,0.224340590542531,0.028962245701652
"KO","Saline","dark",16,1110163,6,60,35.0493333333333,0.251057874796181,0.0324114322673279
"KO","Saline","dark",16,1110165,6,60,35.329,0.374327419446068,0.0483254620514473
"KO","Saline","dark",16,1110169,6,60,34.9718333333333,0.290642139249188,0.0375217388339401
"KO","Saline","dark",17,53375,6,60,35.3955,0.431911105888504,0.0557594840049401
"KO","Saline","dark",17,1011099,7,60,35.9725,0.435565578164019,0.056231274347015
"KO","Saline","dark",17,1071184,6,60,35.1001666666667,0.227599794961829,0.0293830071829129
"KO","Saline","dark",17,1105705,6,53,35.9262264150943,0.145948178567895,0.02004752411537
"KO","Saline","dark",17,1110163,6,60,35.3181666666667,0.256386173684341,0.0330993126959099
"KO","Saline","dark",17,1110165,6,60,34.7373333333333,0.305113852974322,0.0393900290422242
"KO","Saline","dark",17,1110169,6,60,35.0705,0.372005216839673,0.0480256669840777
"KO","Saline","dark",18,53375,6,60,35.8733333333333,0.348287172893662,0.0449636806771606
"KO","Saline","dark",18,1011099,7,60,36.0343333333333,0.370859590894172,0.0478777673104807
"KO","Saline","dark",18,1071184,6,60,35.586,0.0996298233207069,0.0128621548835562
"KO","Saline","dark",18,1105705,6,60,35.7175,0.171173665406842,0.0220984251809994
"KO","Saline","dark",18,1110163,6,60,34.8416666666667,0.212301086696299,0.0274079524385501
"KO","Saline","dark",18,1110165,6,60,35.3576666666667,0.305322095369634,0.0394169130198582
"KO","Saline","dark",18,1110169,6,60,34.6945,0.345123043644201,0.0445551933475469
"KO","Saline","dark",19,53375,6,60,36.1101666666667,0.366117938146669,0.0472656225729949
"KO","Saline","dark",19,1011099,7,60,35.5748333333333,0.201431248873155,0.0260046624097163
"KO","Saline","dark",19,1071184,6,60,35.6181666666667,0.129725808190716,0.0167475298231981
"KO","Saline","dark",19,1105705,6,60,35.1951666666667,0.260550210956312,0.0336368875961541
"KO","Saline","dark",19,1110163,6,60,35.3258333333333,0.206071335901492,0.0266036950692398
"KO","Saline","dark",19,1110165,6,60,35.3831666666667,0.147447108203295,0.0190353398172601
"KO","Saline","dark",19,1110169,6,60,35.1338333333333,0.334593564055474,0.0431958433778345
"KO","Saline","dark",20,53375,6,53,36.287358490566,0.736138968233257,0.101116463821126
"KO","Saline","dark",20,1011099,7,60,36.1753333333333,0.341122109786673,0.044038675007564
"KO","Saline","dark",20,1071184,6,60,35.2913333333333,0.352883841582067,0.0455571080531014
"KO","Saline","dark",20,1105705,6,60,35.1011666666667,0.259334818376937,0.0334799810888534
"KO","Saline","dark",20,1110163,6,60,34.9651666666667,0.616261257790158,0.0795589862778039
"KO","Saline","dark",20,1110165,6,60,34.7006666666667,0.331303878466591,0.0427711467945011
"KO","Saline","dark",20,1110169,6,60,34.4411666666667,0.439614976637075,0.0567540494419584
"KO","Saline","dark",21,53375,6,55,34.2629090909091,0.417894514101136,0.0563488847862258
"KO","Saline","dark",21,1011099,7,60,35.4045,0.689080509920679,0.0889599113039634
"KO","Saline","dark",21,1071184,6,60,34.1371666666667,0.237551719019332,0.0306677950541605
"KO","Saline","dark",21,1105705,6,60,34.9813333333333,0.1730921834018,0.0223461047891284
"KO","Saline","dark",21,1110163,6,60,33.9925,0.427902353030237,0.0552419562363025
"KO","Saline","dark",21,1110165,6,60,34.751,0.15980602648741,0.0206308693069773
"KO","Saline","dark",21,1110169,6,60,34.0773333333333,0.318576636692535,0.0411280669466986
"KO","Saline","dark",22,53375,6,56,34.8369642857143,0.55604093911692,0.0743040959712694
"KO","Saline","dark",22,1011099,7,60,35.7028333333333,0.589470005178932,0.0761002504382268
"KO","Saline","dark",22,1071184,6,60,34.446,0.307285545998605,0.039670393406095
"KO","Saline","dark",22,1105705,6,60,35.2138333333333,0.208246038208122,0.026884447929791
"KO","Saline","dark",22,1110163,6,60,34.7385,0.392608939863851,0.0506855961888282
"KO","Saline","dark",22,1110165,6,60,35.1746666666667,0.346803645254172,0.0447721580824478
"KO","Saline","dark",22,1110169,6,60,34.582,0.419065950879382,0.0541011816239474
"KO","Saline","dark",23,53375,6,59,35.4801694915254,0.827777438698774,0.107767443278689
"KO","Saline","dark",23,1011099,7,60,35.4943333333333,0.613219806491478,0.0791663366035344
"KO","Saline","dark",23,1071184,6,60,35.2988333333333,0.522863989401096,0.0675014507760672
"KO","Saline","dark",23,1105705,6,60,34.9996666666667,0.210366642540555,0.0271582167719045
"KO","Saline","dark",23,1110163,6,60,34.5733333333333,0.222548160216658,0.0287308439416072
"KO","Saline","dark",23,1110165,6,60,35.5388333333333,0.0891977742875526,0.011515383144482
"KO","Saline","dark",23,1110169,6,60,34.402,0.287890044923581,0.0371664449842645
"KO","Morphine Day 1","light",0,53375,6,54,34.5927777777778,0.820191916489192,0.111613982586331
"KO","Morphine Day 1","light",0,1011099,7,60,34.4111666666667,0.104720639939692,0.0135193764830203
"KO","Morphine Day 1","light",0,1071184,6,60,35.131,0.657209560779255,0.0848453894622115
"KO","Morphine Day 1","light",0,1105705,6,60,35.464,0.257696444731235,0.0332684679606978
"KO","Morphine Day 1","light",0,1110163,6,60,35.712,0.27195961813899,0.0351098357297745
"KO","Morphine Day 1","light",0,1110165,6,60,34.6073333333333,0.501184585457858,0.0647026517618051
"KO","Morphine Day 1","light",0,1110169,6,60,34.7151666666667,0.461708293214015,0.0596062843474577
"KO","Morphine Day 1","light",1,53375,6,57,36.0638596491228,0.949728822924066,0.125794655640022
"KO","Morphine Day 1","light",1,1011099,7,60,34.287,0.143140324655119,0.0184793364519999
"KO","Morphine Day 1","light",1,1071184,6,60,34.8293333333333,0.728518037575904,0.0940512742314396
"KO","Morphine Day 1","light",1,1105705,6,60,35.3015,0.558049949164689,0.0720439386488912
"KO","Morphine Day 1","light",1,1110163,6,60,35.5466666666667,0.183420113000476,0.0236794347670109
"KO","Morphine Day 1","light",1,1110165,6,60,35.0806666666667,0.604701541921517,0.078066633376266
"KO","Morphine Day 1","light",1,1110169,6,60,34.6155,0.557705423125014,0.0719994605284247
"KO","Morphine Day 1","light",2,53375,6,37,35.4208108108108,1.01685893913664,0.167170579826464
"KO","Morphine Day 1","light",2,1011099,7,60,34.6306666666667,0.369373572631004,0.0476859231776339
"KO","Morphine Day 1","light",2,1071184,6,60,33.282,0.288196025566874,0.0372059469154556
"KO","Morphine Day 1","light",2,1105705,6,60,34.4813333333333,0.0860127437673946,0.0111041974724242
"KO","Morphine Day 1","light",2,1110163,6,60,33.885,0.688423647650245,0.088875110749492
"KO","Morphine Day 1","light",2,1110165,6,60,34.3438333333333,0.202794808768067,0.0261806972352014
"KO","Morphine Day 1","light",2,1110169,6,60,33.7185,0.145133778147343,0.0187366901912273
"KO","Morphine Day 1","light",3,53375,6,56,35.1007142857143,0.431765328276019,0.0576970689248872
"KO","Morphine Day 1","light",3,1011099,7,60,34.3056666666667,0.131990840291681,0.0170399442100535
"KO","Morphine Day 1","light",3,1071184,6,60,33.6896666666667,0.645820898367622,0.083375119467017
"KO","Morphine Day 1","light",3,1105705,6,60,34.2098333333333,0.194182263382703,0.0250688224070024
"KO","Morphine Day 1","light",3,1110163,6,60,33.6863333333333,0.151958587876364,0.0196177693386118
"KO","Morphine Day 1","light",3,1110165,6,60,34.02,0.0876046589582223,0.0113097128398458
"KO","Morphine Day 1","light",3,1110169,6,60,33.7361666666667,0.319512826546422,0.0412489285371317
"KO","Morphine Day 1","light",4,53375,6,60,34.3893333333333,0.058912939693049,0.00760562781024336
"KO","Morphine Day 1","light",4,1011099,7,60,34.0371666666667,0.123920308819229,0.0159980430771251
"KO","Morphine Day 1","light",4,1071184,6,60,33.5473333333333,0.427165933172668,0.0551468848414965
"KO","Morphine Day 1","light",4,1105705,6,60,34.2326666666667,0.29383995797705,0.0379345754565135
"KO","Morphine Day 1","light",4,1110163,6,60,33.9566666666667,0.337411214519636,0.0435596004886056
"KO","Morphine Day 1","light",4,1110165,6,60,34.332,0.292202622988494,0.0377231964184188
"KO","Morphine Day 1","light",4,1110169,6,60,34.1465,0.47935275924585,0.0618841751172584
"KO","Morphine Day 1","light",5,53375,6,60,35.1965,0.715529494589229,0.0923744605421432
"KO","Morphine Day 1","light",5,1011099,7,60,34.2196666666667,0.430246152118098,0.0555445393974405
"KO","Morphine Day 1","light",5,1071184,6,60,33.4251666666667,0.214882637787697,0.0277412292513624
"KO","Morphine Day 1","light",5,1105705,6,60,34.2628333333333,0.221513221602308,0.0285972339410164
"KO","Morphine Day 1","light",5,1110163,6,60,33.7313333333333,0.209110032398538,0.0269959891001477
"KO","Morphine Day 1","light",5,1110165,6,60,33.9985,0.290614923736386,0.0375182253263453
"KO","Morphine Day 1","light",5,1110169,6,60,33.8143333333333,0.129108634676471,0.0166678530651184
"KO","Morphine Day 1","light",6,53375,6,60,34.4601666666667,0.171656847944752,0.0221608037784161
"KO","Morphine Day 1","light",6,1011099,7,60,34.2981666666667,0.416012107331418,0.0537069321171745
"KO","Morphine Day 1","light",6,1071184,6,60,33.9,0.499022773842596,0.0644235630823535
"KO","Morphine Day 1","light",6,1105705,6,60,34.2013333333333,0.134068875123334,0.0173082173532478
"KO","Morphine Day 1","light",6,1110163,6,60,33.7791666666667,0.16872695490269,0.021782556213147
"KO","Morphine Day 1","light",6,1110165,6,60,34.0631666666667,0.101355084269832,0.0130848851143503
"KO","Morphine Day 1","light",6,1110169,6,60,34.3366666666667,0.39290602087896,0.0507239491829612
"KO","Morphine Day 1","light",7,53375,6,60,34.633,0.205890377282735,0.0265803334120132
"KO","Morphine Day 1","light",7,1011099,7,60,34.3241666666667,0.403086783214558,0.0520382799488767
"KO","Morphine Day 1","light",7,1071184,6,60,33.7876666666667,0.388872192270036,0.0502031841488339
"KO","Morphine Day 1","light",7,1105705,6,60,33.9553333333333,0.23772556936031,0.0306902390366719
"KO","Morphine Day 1","light",7,1110163,6,60,33.655,0.265371501669462,0.0342593135507959
"KO","Morphine Day 1","light",7,1110165,6,60,33.8625,0.286561289921294,0.0369949034510963
"KO","Morphine Day 1","light",7,1110169,6,60,33.9391666666667,0.257486492432731,0.0332413632355109
"KO","Morphine Day 1","light",8,53375,6,60,34.7191666666667,0.732178758544166,0.0945238712762793
"KO","Morphine Day 1","light",8,1011099,7,60,34.2145,0.150112105000885,0.0193793894244189
"KO","Morphine Day 1","light",8,1071184,6,60,33.714,0.256351189198314,0.0330947962181846
"KO","Morphine Day 1","light",8,1105705,6,60,34.1523333333333,0.208695436727147,0.0269424650291241
"KO","Morphine Day 1","light",8,1110163,6,60,33.4963333333333,0.129901744702818,0.0167702431292434
"KO","Morphine Day 1","light",8,1110165,6,60,33.87,0.19940589726587,0.025743190641542
"KO","Morphine Day 1","light",8,1110169,6,60,34.4325,0.311826902221654,0.0402566799734638
"KO","Morphine Day 1","light",9,53375,6,49,34.8044897959184,0.949014974470217,0.13557356778146
"KO","Morphine Day 1","light",9,1011099,7,60,34.4126666666667,0.546625601323793,0.0705690616845888
"KO","Morphine Day 1","light",9,1071184,6,60,33.781,0.304033338939072,0.0392505352800953
"KO","Morphine Day 1","light",9,1105705,6,60,34.1751666666667,0.10634914782422,0.0137296159468851
"KO","Morphine Day 1","light",9,1110163,6,60,33.4453333333333,0.38937789002836,0.0502684694487074
"KO","Morphine Day 1","light",9,1110165,6,60,33.6406666666667,0.239050853866836,0.030861332530764
"KO","Morphine Day 1","light",9,1110169,6,60,33.657,0.170396347537843,0.0219980738756212
"KO","Morphine Day 1","light",10,53375,6,57,35.5045614035088,0.899017460054981,0.119077771540925
"KO","Morphine Day 1","light",10,1011099,7,60,34.539,0.271116336277639,0.0350009685096022
"KO","Morphine Day 1","light",10,1071184,6,60,34.4843333333333,0.555659225732141,0.071735297580903
"KO","Morphine Day 1","light",10,1105705,6,60,34.129,0.248648550558645,0.0321003898457416
"KO","Morphine Day 1","light",10,1110163,6,60,33.9101666666667,0.312000063378235,0.0402790349826521
"KO","Morphine Day 1","light",10,1110165,6,60,33.6876666666667,0.428657212291731,0.055339408147919
"KO","Morphine Day 1","light",10,1110169,6,60,34.2466666666667,0.41083076917869,0.053038024237955
"KO","Morphine Day 1","light",11,53375,6,60,34.453,0.0749304762508981,0.00967348288810396
"KO","Morphine Day 1","light",11,1011099,7,60,35.4146666666667,0.511068892057987,0.065978710256842
"KO","Morphine Day 1","light",11,1071184,6,60,33.9841666666667,0.780002806745638,0.100697929350697
"KO","Morphine Day 1","light",11,1105705,6,60,34.2466666666667,0.223407104773498,0.0288417332070725
"KO","Morphine Day 1","light",11,1110163,6,59,33.7752542372881,0.394817093978026,0.0514008075016128
"KO","Morphine Day 1","light",11,1110165,6,60,34.2833333333333,0.191998116751593,0.0247868502894035
"KO","Morphine Day 1","light",11,1110169,6,60,33.7533333333333,0.168971632025552,0.0218141438938817
"KO","Morphine Day 1","dark",12,53375,6,52,34.8988461538462,0.628283231516269,0.0871272079517738
"KO","Morphine Day 1","dark",12,1011099,7,60,35.3568333333333,0.326499106685864,0.042150853424865
"KO","Morphine Day 1","dark",12,1071184,6,60,33.4398333333333,0.330718230556767,0.0426955399744515
"KO","Morphine Day 1","dark",12,1105705,6,60,34.4093333333333,0.208284898324522,0.026889464749246
"KO","Morphine Day 1","dark",12,1110163,6,60,33.9741666666667,0.231409034488582,0.0298747778912072
"KO","Morphine Day 1","dark",12,1110165,6,60,34.175,0.148751869380078,0.0192037837608754
"KO","Morphine Day 1","dark",12,1110169,6,60,33.9188333333333,0.22599003777853,0.0291751884241677
"KO","Morphine Day 1","dark",13,53375,6,59,35.4,0.547939714781182,0.0713356747505053
"KO","Morphine Day 1","dark",13,1011099,7,60,36.0088333333333,0.373122834623552,0.0481699508195573
"KO","Morphine Day 1","dark",13,1071184,6,60,34.7061666666667,0.661943957038575,0.0854565973911013
"KO","Morphine Day 1","dark",13,1105705,6,60,34.8701666666667,0.403579289530388,0.0521018622408472
"KO","Morphine Day 1","dark",13,1110163,6,60,34.8408333333333,0.439176006826137,0.0566973786830501
"KO","Morphine Day 1","dark",13,1110165,6,60,35.047,0.40309522784556,0.0520393701460513
"KO","Morphine Day 1","dark",13,1110169,6,60,34.532,0.541187645642997,0.0698670246249509
"KO","Morphine Day 1","dark",14,53375,6,59,34.9422033898305,0.270561789721454,0.0352241447568588
"KO","Morphine Day 1","dark",14,1011099,7,60,35.453,0.207146063263157,0.0267424417750211
"KO","Morphine Day 1","dark",14,1071184,6,60,34.2511666666667,0.265802855876475,0.0343150011394653
"KO","Morphine Day 1","dark",14,1105705,6,60,35.1085,0.278042948761396,0.0358951903361096
"KO","Morphine Day 1","dark",14,1110163,6,60,34.7975,0.215387903914176,0.0278064588278042
"KO","Morphine Day 1","dark",14,1110165,6,60,34.9748333333333,0.116364297434884,0.0150225662019478
"KO","Morphine Day 1","dark",14,1110169,6,60,34.8521666666667,0.237694374816084,0.0306862118383292
"KO","Morphine Day 1","dark",15,53375,6,60,35.0085,0.239701968907861,0.0309453911211091
"KO","Morphine Day 1","dark",15,1011099,7,60,35.54,0.285574057597817,0.0368674523061741
"KO","Morphine Day 1","dark",15,1071184,6,60,34.7548333333333,0.348767766289059,0.0450257250177162
"KO","Morphine Day 1","dark",15,1105705,6,60,35.4771666666667,0.163220674856358,0.0210716985158471
"KO","Morphine Day 1","dark",15,1110163,6,60,35.0566666666667,0.256261695337354,0.033083242610415
"KO","Morphine Day 1","dark",15,1110165,6,60,34.982,0.23015691036732,0.0297131293622394
"KO","Morphine Day 1","dark",15,1110169,6,60,34.8836666666667,0.212650478458668,0.0274530587211154
"KO","Morphine Day 1","dark",16,53375,6,60,35.3955,0.222865962605633,0.0287718720536034
"KO","Morphine Day 1","dark",16,1011099,7,60,36.0076666666667,0.417085800491639,0.0538455453081236
"KO","Morphine Day 1","dark",16,1071184,6,60,35.6126666666667,0.166731964609666,0.0215250040737893
"KO","Morphine Day 1","dark",16,1105705,6,60,35.8275,0.266080305196681,0.0343508196926845
"KO","Morphine Day 1","dark",16,1110163,6,60,35.06,0.221749591557532,0.0286277491710206
"KO","Morphine Day 1","dark",16,1110165,6,60,34.88,0.132869248843123,0.0171533462664168
"KO","Morphine Day 1","dark",16,1110169,6,60,34.9921666666667,0.305381626580754,0.0394245984661665
"KO","Morphine Day 1","dark",17,53375,6,60,35.2673333333333,0.262593755116127,0.0339007080127609
"KO","Morphine Day 1","dark",17,1011099,7,60,35.6688333333333,0.347909454744428,0.0449149174737757
"KO","Morphine Day 1","dark",17,1071184,6,60,35.6891666666667,0.166654943090498,0.0215150606384215
"KO","Morphine Day 1","dark",17,1105705,6,60,36.0255,0.196894749480227,0.02541900285642
"KO","Morphine Day 1","dark",17,1110163,6,60,35.3623333333333,0.205379901535672,0.0265144312764459
"KO","Morphine Day 1","dark",17,1110165,6,60,34.8776666666667,0.151359563669179,0.0195404356459984
"KO","Morphine Day 1","dark",17,1110169,6,60,35.096,0.31609481521118,0.0408076651711803
"KO","Morphine Day 1","dark",18,53375,6,60,34.88,0.201284013864212,0.0259856544517958
"KO","Morphine Day 1","dark",18,1011099,7,60,36.2181666666667,0.328718578657797,0.042437386024354
"KO","Morphine Day 1","dark",18,1071184,6,60,35.628,0.151677624239422,0.0195814970890529
"KO","Morphine Day 1","dark",18,1105705,6,60,35.8245,0.255849697667615,0.0330300539399625
"KO","Morphine Day 1","dark",18,1110163,6,60,35.4038333333333,0.188626540421575,0.0243515816568494
"KO","Morphine Day 1","dark",18,1110165,6,60,35.2648333333333,0.263171605203356,0.0339753081382423
"KO","Morphine Day 1","dark",18,1110169,6,60,34.6006666666667,0.453800772633695,0.058585427830212
"KO","Morphine Day 1","dark",19,53375,6,60,35.435,0.625203695620036,0.0807134500374576
"KO","Morphine Day 1","dark",19,1011099,7,60,35.3021666666667,0.27565694515544,0.0355871585951144
"KO","Morphine Day 1","dark",19,1071184,6,60,34.8746666666667,0.376236792849643,0.0485719610979053
"KO","Morphine Day 1","dark",19,1105705,6,60,35.1943333333333,0.204999931100994,0.0264653773042606
"KO","Morphine Day 1","dark",19,1110163,6,60,35.3793333333333,0.167674691769173,0.0216467096267489
"KO","Morphine Day 1","dark",19,1110165,6,60,35.1493333333333,0.222876926337801,0.02877328746534
"KO","Morphine Day 1","dark",19,1110169,6,60,34.5716666666667,0.30149439473479,0.0389227589927575
"KO","Morphine Day 1","dark",20,53375,6,60,35.9295,0.613120457100605,0.079153510652324
"KO","Morphine Day 1","dark",20,1011099,7,60,35.9491666666667,0.505864896771175,0.0653068773541898
"KO","Morphine Day 1","dark",20,1071184,6,60,34.4258333333333,0.312612239730594,0.0403580666099064
"KO","Morphine Day 1","dark",20,1105705,6,60,34.8938333333333,0.318662946459622,0.0411392094897167
"KO","Morphine Day 1","dark",20,1110163,6,60,35.1503333333333,0.20426774276538,0.0263708521965899
"KO","Morphine Day 1","dark",20,1110165,6,60,35.2646666666667,0.107190099888583,0.0138381823915597
"KO","Morphine Day 1","dark",20,1110169,6,60,34.9138333333333,0.271393714044004,0.0350367778252602
"KO","Morphine Day 1","dark",21,53375,6,60,34.7341666666667,0.768483630531894,0.0992108100961012
"KO","Morphine Day 1","dark",21,1011099,7,60,35.7655,0.450530478285772,0.0581632346453219
"KO","Morphine Day 1","dark",21,1071184,6,60,34.1851666666667,0.2502371191874,0.0323054731738574
"KO","Morphine Day 1","dark",21,1105705,6,60,35.7175,0.126767169465273,0.0163655712061619
"KO","Morphine Day 1","dark",21,1110163,6,60,34.9156666666667,0.192048428449848,0.024793345501719
"KO","Morphine Day 1","dark",21,1110165,6,60,35.0656666666667,0.179994036310497,0.0232371301682403
"KO","Morphine Day 1","dark",21,1110169,6,60,33.5793333333333,0.258390498504713,0.0333580699175662
"KO","Morphine Day 1","dark",22,53375,6,58,33.6989655172414,0.51678387913851,0.0678570477290878
"KO","Morphine Day 1","dark",22,1011099,7,60,35.9293333333333,0.634640874469981,0.0819317845881583
"KO","Morphine Day 1","dark",22,1071184,6,60,34.6781666666667,0.315065189201104,0.0406747410248522
"KO","Morphine Day 1","dark",22,1105705,6,60,35.1096666666667,0.294986162655458,0.0380825498442074
"KO","Morphine Day 1","dark",22,1110163,6,60,34.7905,0.234494949531822,0.0302731678102166
"KO","Morphine Day 1","dark",22,1110165,6,60,35.1085,0.176806175595802,0.0228255791196388
"KO","Morphine Day 1","dark",22,1110169,6,60,33.5971666666667,0.347031438358313,0.0448015660457384
"KO","Morphine Day 1","dark",23,53375,6,60,34.5776666666667,0.1428091848476,0.0184365864866738
"KO","Morphine Day 1","dark",23,1011099,7,60,35.086,0.762096128106275,0.0983861870788252
"KO","Morphine Day 1","dark",23,1071184,6,60,34.7745,0.224079472887393,0.0289285355573269
"KO","Morphine Day 1","dark",23,1105705,6,59,34.7225423728814,0.20486827744826,0.0266715779355063
"KO","Morphine Day 1","dark",23,1110163,6,60,34.8178333333333,0.146693404085732,0.0189380370340838
"KO","Morphine Day 1","dark",23,1110165,6,60,35.2048333333333,0.332400063567814,0.0429126636825477
"KO","Morphine Day 1","dark",23,1110169,6,60,34.0861666666667,0.358774239323645,0.0463175551316237
"KO","Morphine Day 6","light",0,53375,6,60,35.2038333333333,0.821092888212684,0.106002636057902
"KO","Morphine Day 6","light",0,1011099,7,60,34.1813333333333,0.145805380694774,0.0188233937072764
"KO","Morphine Day 6","light",0,1071184,6,60,34.4388333333333,0.459517402214381,0.0593234415356264
"KO","Morphine Day 6","light",0,1105705,6,60,34.4921666666667,0.256476064675463,0.0331109175729628
"KO","Morphine Day 6","light",0,1110163,6,60,33.9365,0.257878075250525,0.0332919163599102
"KO","Morphine Day 6","light",0,1110165,6,60,34.3636666666667,0.464940188122164,0.0600235201859895
"KO","Morphine Day 6","light",0,1110169,6,60,34.2038333333333,0.423976700937508,0.0547351567303644
"KO","Morphine Day 6","light",1,53375,6,59,34.7079661016949,0.501545128649927,0.0652956141066712
"KO","Morphine Day 6","light",1,1011099,7,60,34.4188333333333,0.555759037123674,0.0717481831761419
"KO","Morphine Day 6","light",1,1071184,6,60,34.7153333333333,0.894833507223393,0.115522509036819
"KO","Morphine Day 6","light",1,1105705,6,60,34.948,0.383289950873589,0.0494825198834023
"KO","Morphine Day 6","light",1,1110163,6,60,34.5553333333333,0.624308340449494,0.0805978601819761
"KO","Morphine Day 6","light",1,1110165,6,60,34.5491666666667,0.616447701237974,0.0795830560234172
"KO","Morphine Day 6","light",1,1110169,6,60,34.3225,0.500246125862738,0.0645814971490387
"KO","Morphine Day 6","light",2,53375,6,60,34.2886666666667,0.565782693705963,0.0730422316765188
"KO","Morphine Day 6","light",2,1011099,7,60,33.6933333333333,0.21259228637462,0.0274455461553688
"KO","Morphine Day 6","light",2,1071184,6,60,33.8188333333333,0.293858559697253,0.0379369769282654
"KO","Morphine Day 6","light",2,1105705,6,56,34.8755357142857,0.095153839894947,0.0127154667115298
"KO","Morphine Day 6","light",2,1110163,6,60,33.7135,0.512272520825801,0.0661340980626007
"KO","Morphine Day 6","light",2,1110165,6,60,34.0343333333333,0.258308491606758,0.0333474828725644
"KO","Morphine Day 6","light",2,1110169,6,60,33.734,0.323959612465003,0.0418230061306921
"KO","Morphine Day 6","light",3,53375,6,60,34.093,0.613520820029907,0.079205197284245
"KO","Morphine Day 6","light",3,1011099,7,60,33.708,0.547214208359495,0.0706450505261466
"KO","Morphine Day 6","light",3,1071184,6,60,33.4325,0.350058711782631,0.0451923853642985
"KO","Morphine Day 6","light",3,1105705,6,60,34.2055,0.380550114742471,0.0491288085598304
"KO","Morphine Day 6","light",3,1110163,6,60,34.5166666666667,0.245630745788951,0.0317107929252372
"KO","Morphine Day 6","light",3,1110165,6,60,33.674,0.123112185300609,0.0158937147794821
"KO","Morphine Day 6","light",3,1110169,6,60,33.6828333333333,0.322480280131121,0.0416320251476045
"KO","Morphine Day 6","light",4,53375,6,60,33.9818333333333,0.0925439275753597,0.0119473696763998
"KO","Morphine Day 6","light",4,1011099,7,60,33.5776666666667,0.358439965739799,0.0462744005975132
"KO","Morphine Day 6","light",4,1071184,6,60,33.7753333333333,0.470774575104658,0.0607767363066071
"KO","Morphine Day 6","light",4,1105705,6,60,34.7021666666667,0.428086367282476,0.0552657123741154
"KO","Morphine Day 6","light",4,1110163,6,60,33.824,0.132424586789767,0.0170959406421722
"KO","Morphine Day 6","light",4,1110165,6,60,34.1971666666667,0.555496698388842,0.0717143153911063
"KO","Morphine Day 6","light",4,1110169,6,60,34.0625,0.429665321076292,0.0554695544323781
"KO","Morphine Day 6","light",5,53375,6,60,34.2308333333333,0.20331399833977,0.0262477243206924
"KO","Morphine Day 6","light",5,1011099,7,60,32.9636666666667,0.0545230993394724,0.00703890185751298
"KO","Morphine Day 6","light",5,1071184,6,60,33.7408333333333,0.236329930728615,0.030510062864076
"KO","Morphine Day 6","light",5,1105705,6,60,34.0811666666667,0.22793168517638,0.0294258540253704
